dm_sendTime,dm_time,dm_userId,dm_color,dm_mode,dm_fontSize,dm_text
2019-08-14 22:18:26,0:02:23.668000,12bbbd40,"(0, 160, 234)",1,25,坚持做自己喜欢的事情坚持做自己喜欢的事情
2019-08-14 22:18:22,0:03:21.990000,8f437ced,"(255, 255, 255)",1,25,海绵JOJO
2019-08-14 22:18:03,0:02:23.668000,12bbbd40,"(255, 255, 255)",1,25,坚持做自己喜欢的事情坚持做自己喜欢的事情
2019-08-14 22:17:58,0:02:23.668000,12bbbd40,"(231, 0, 18)",1,25,坚持做自己喜欢的事情坚持做自己喜欢的事情
2019-08-14 22:17:48,0:02:23.668000,12bbbd40,"(144, 195, 32)",1,25,坚持做自己喜欢的事情坚持做自己喜欢的事情
2019-08-14 22:17:22,0:00:21.078000,2f6a74bf,"(255, 255, 255)",1,25,每天一遍
2019-08-14 22:17:15,0:00:18.440000,9e5bf354,"(255, 255, 255)",1,25,再来亿遍
2019-08-14 22:16:37,0:02:06.334000,12bbbd40,"(231, 0, 18)",1,25,大把青春值得你去奋斗
2019-08-14 22:16:27,0:02:06.334000,12bbbd40,"(231, 0, 18)",1,25,大把青春值得你去奋斗
2019-08-14 22:16:23,0:02:06.334000,12bbbd40,"(231, 0, 18)",1,25,大把青春值得你去奋斗
2019-08-14 22:15:33,0:00:41.589000,33f31848,"(255, 255, 255)",1,25,不就是硬币吗
2019-08-14 22:15:20,0:00:34.321000,7078847,"(255, 255, 255)",1,25,那是天才
2019-08-14 22:15:09,0:01:06.380000,12bbbd40,"(231, 0, 18)",1,25,都是童年的回忆。
2019-08-14 22:15:08,0:02:11.275000,c8b7c2b,"(255, 255, 255)",1,25,满满都是泪
2019-08-14 22:15:01,0:00:00.040000,c796941e,"(255, 255, 255)",1,25,九百万冲刺！
2019-08-14 22:14:46,0:02:48.119000,229f5071,"(255, 255, 255)",1,25,是不是我没把你照顾好
2019-08-14 22:14:17,0:00:48.359000,bf559a74,"(255, 255, 255)",1,25,那是天才
2019-08-14 22:13:52,0:02:03.319000,229f5071,"(255, 255, 255)",1,25,无聊了
2019-08-14 22:13:50,0:03:25.471000,4e763b7d,"(255, 255, 255)",1,25,泪目啊啊啊啊啊啊啊啊啊啊
2019-08-14 22:13:47,0:02:01.199000,229f5071,"(255, 255, 255)",1,25,没弹幕了
2019-08-14 22:13:39,0:00:31.380000,c6372ee5,"(231, 0, 18)",1,25,那是天才
2019-08-14 22:13:11,0:02:54.131000,4e763b7d,"(255, 255, 255)",1,25,泪目QAQ
2019-08-14 22:13:05,0:00:09.582000,c8b7c2b,"(255, 255, 255)",1,25,awsl
2019-08-14 22:12:34,0:00:10.583000,89b1174,"(255, 255, 255)",1,25,我觉得这个可以做镇站之宝
2019-08-14 22:11:46,0:00:07.479000,229f5071,"(255, 255, 255)",1,25,弹幕越来越少了
2019-08-14 22:09:45,0:03:26.526000,df35f245,"(255, 255, 255)",1,25,汝闻，海绵言否
2019-08-14 22:09:10,0:02:56.978000,3ca4427d,"(255, 255, 255)",1,25,泪目
2019-08-14 22:09:05,0:00:00.658000,a265a707,"(0, 46, 114)",4,25,恭喜发现镇站之宝
2019-08-14 22:08:39,0:00:54.321000,90f1b778,"(255, 255, 255)",1,25,你确实天才
2019-08-14 22:08:36,0:02:27.958000,3ca4427d,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-08-14 22:08:19,0:02:52.541000,53b0b263,"(255, 255, 255)",5,25,哭了
2019-08-14 22:07:47,0:00:17.185000,dbee4bc,"(255, 255, 255)",1,25,火钳刘明
2019-08-14 22:05:26,0:01:56.776000,6b89af95,"(255, 255, 255)",1,25,弹幕少了
2019-08-14 22:04:13,0:03:31.238000,d49fbdcb,"(255, 255, 255)",1,25,欢乐是如何消失的呢？
2019-08-14 22:03:59,0:00:14.818000,67c0d511,"(255, 255, 255)",1,25,弹幕呢？
2019-08-14 22:03:50,0:03:34.241000,d97d3cdb,"(255, 255, 255)",1,25,快乐是如何消失的呢？
2019-08-14 22:03:50,0:01:39.899000,de6f2555,"(255, 255, 255)",1,25,泪目
2019-08-14 22:02:40,0:02:35.730000,d97d3cdb,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-08-14 22:02:34,0:01:58.933000,193aae89,"(255, 255, 255)",1,25,泪目
2019-08-14 22:02:28,0:02:09.318000,d49fbdcb,"(255, 255, 255)",1,25,大把青春值得你去奋斗
2019-08-14 22:02:26,0:00:25.041000,de6f2555,"(255, 255, 255)",1,25,泪目
2019-08-14 22:02:09,0:01:15.496000,ef21fb77,"(226, 2, 127)",1,25,直到有人发现了我，看见了我，走进了我，拥向了我，从此改变我的全部生活
2019-08-14 22:02:07,0:03:34.697000,4ffd7f84,"(255, 255, 255)",1,25,欢乐是如何消失的呢海绵宝宝
2019-08-14 22:01:46,0:00:07.248000,950a10b6,"(255, 255, 255)",1,25,每天一次
2019-08-14 22:00:54,0:00:17.832000,76fbd1a4,"(255, 255, 255)",1,25,rua
2019-08-14 22:00:44,0:00:39.652000,d97d3cdb,"(255, 255, 255)",1,25,那是天才
2019-08-14 22:00:28,0:00:24.008000,d97d3cdb,"(255, 255, 255)",1,25,镇站之宝
2019-08-14 22:00:02,0:00:23.056000,e0967d2,"(255, 255, 255)",1,25,900w助攻
2019-08-14 22:00:01,0:00:06.952000,674f4b01,"(255, 255, 255)",1,25,泪目
2019-08-14 21:59:51,0:03:36.980000,e7870573,"(255, 255, 255)",1,25,那是你永远成不了的天才
2019-08-14 21:59:12,0:02:30.312000,b62061ef,"(231, 0, 18)",5,25,坚持做自己喜欢的事情
2019-08-14 21:58:23,0:02:55.722000,18676efe,"(255, 255, 255)",1,25,泪目
2019-08-14 21:58:07,0:03:24.053000,e7870573,"(255, 255, 255)",1,25,你是我第一个投币的人
2019-08-14 21:58:03,0:00:23.121000,d1f2ebb6,"(255, 255, 255)",1,25,我又来了，1000万加油
2019-08-14 21:57:45,0:02:55.116000,c4a8da10,"(255, 255, 255)",1,25,冒♂险
2019-08-14 21:56:54,0:00:31.677000,b62061ef,"(255, 255, 255)",1,25,那tm是天才
2019-08-14 21:55:52,0:02:17.182000,f09380fd,"(255, 255, 255)",1,25,第一回这样因为动画片痛哭流涕
2019-08-14 21:55:44,0:03:41,d2ca988b,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:54:22,0:00:00.848000,cbaf1222,"(231, 0, 18)",1,25,如果派大星是精神分裂，一切都是幻觉。
2019-08-14 21:54:11,0:01:05.990000,608471e3,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:54:06,0:00:33.369000,6f724d69,"(254, 3, 2)",1,25,那是天才
2019-08-14 21:53:25,0:03:30.898000,e8c83620,"(231, 0, 18)",5,25,快乐是如何消失的呢？海绵宝宝
2019-08-14 21:52:47,0:02:15.605000,2add29f4,"(255, 255, 255)",1,25,泪目
2019-08-14 21:52:36,0:01:01.679000,1c18d3b5,"(255, 255, 255)",1,25,泪目
2019-08-14 21:52:30,0:01:51.121000,b8a285b9,"(255, 255, 255)",1,25,泪目
2019-08-14 21:52:30,0:00:31.121000,d2ca988b,"(255, 255, 255)",1,25,那是天才❤
2019-08-14 21:51:57,0:02:24.509000,e8c83620,"(231, 0, 18)",5,25,泪目
2019-08-14 21:51:03,0:00:17.979000,c5cff1d2,"(255, 255, 255)",1,25,二刷
2019-08-14 21:51:00,0:01:40.553000,fcd75605,"(255, 255, 255)",1,25,泪目
2019-08-14 21:50:39,0:00:21.797000,2a9b352d,"(255, 255, 255)",1,25,嚶嚶嚶
2019-08-14 21:50:16,0:01:18.312000,2fb4696e,"(255, 255, 255)",1,25,没人吗？
2019-08-14 21:50:11,0:00:09.694000,c30e32e1,"(255, 255, 255)",1,25,茸茸！
2019-08-14 21:50:00,0:03:35.894000,aa7d6f68,"(255, 255, 255)",1,25,快乐是如何消失的呢海绵宝宝
2019-08-14 21:49:02,0:03:31.682000,2cbdec80,"(0, 160, 234)",1,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:48:47,0:00:52.639000,63987340,"(255, 255, 255)",1,25,天才
2019-08-14 21:48:34,0:00:42.556000,1212014a,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:48:24,0:02:16.821000,aa7d6f68,"(255, 255, 255)",1,25,泪目
2019-08-14 21:48:12,0:00:34.838000,7b6b2bb3,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:48:04,0:00:30.238000,7b6b2bb3,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:46:56,0:02:25.831000,e2016e1d,"(255, 255, 255)",1,25,大把青春值得你去奋斗
2019-08-14 21:46:40,0:00:58.233000,bfeccaa,"(255, 255, 255)",1,25,他说
2019-08-14 21:46:29,0:00:34.884000,7b6b2bb3,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:46:24,0:00:13.096000,9c49103e,"(255, 255, 255)",1,25,NB
2019-08-14 21:46:24,0:00:29.594000,7b6b2bb3,"(255, 255, 255)",1,25,他是天才
2019-08-14 21:46:16,0:00:21.266000,7b6b2bb3,"(255, 255, 255)",1,25,每天好几次
2019-08-14 21:46:12,0:00:44.040000,34b76dcf,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:46:03,0:01:35.528000,8abce9c4,"(231, 0, 18)",5,25,哭了
2019-08-14 21:46:00,0:00:40.397000,43ee5a54,"(255, 255, 255)",1,25,早已看穿了一切▼_▼
2019-08-14 21:45:41,0:01:25.885000,8abce9c4,"(231, 0, 18)",5,25,泪目
2019-08-14 21:45:36,0:00:33.746000,509d20c8,"(226, 2, 127)",1,25,那是天才
2019-08-14 21:45:21,0:00:05.341000,27aa32b,"(255, 255, 255)",1,25,888万报道
2019-08-14 21:45:13,0:02:15.202000,f734acb6,"(132, 192, 203)",1,25,我也不知道你为什么难过 我喜欢开心的时候 喜欢我们一起笑的瞬间
2019-08-14 21:45:08,0:00:20.362000,664c56b0,"(255, 255, 255)",1,25,1000w冲冲冲
2019-08-14 21:45:02,0:01:05.237000,27013988,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:44:06,0:02:16.098000,f3d0a644,"(255, 255, 255)",1,25,泪目
2019-08-14 21:44:00,0:03:19.037000,7a81aa83,"(255, 255, 255)",1,25,泪目
2019-08-14 21:43:53,0:00:04.441000,aa73a620,"(231, 0, 18)",1,25,900W冲鸭
2019-08-14 21:43:36,0:02:14.277000,279b26b5,"(255, 255, 255)",1,25,啊啊啊啊
2019-08-14 21:43:31,0:00:29.361000,a37cd000,"(255, 255, 255)",1,25,888w!
2019-08-14 21:43:26,0:01:56.582000,df4fc166,"(231, 0, 18)",1,25,没有烦恼
2019-08-14 21:43:16,0:00:25.178000,2f7a61ba,"(255, 255, 255)",1,25,啊啊啊啊bgm
2019-08-14 21:43:16,0:00:19.594000,a1fd72f7,"(255, 255, 255)",1,25,我又又又来了
2019-08-14 21:42:48,0:01:02.774000,f3d0a644,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:42:25,0:00:11.176000,c932b43d,"(255, 255, 255)",1,25,1000万助攻
2019-08-14 21:42:11,0:01:33.394000,7a81aa83,"(255, 255, 255)",1,25,泪目
2019-08-14 21:41:58,0:01:46.035000,27013988,"(255, 255, 255)",1,25,泪目
2019-08-14 21:40:36,0:02:28.126000,669265e1,"(204, 2, 115)",1,25,坚持做自己喜欢的事情
2019-08-14 21:40:32,0:03:40.230000,a82bae7b,"(231, 0, 18)",1,25,那是天才
2019-08-14 21:40:01,0:03:20.938000,a82bae7b,"(255, 255, 255)",1,25,泪目
2019-08-14 21:38:24,0:00:12.392000,e5f9d083,"(231, 0, 18)",5,25,我想做自己啊
2019-08-14 21:38:04,0:00:10.829000,e5f9d083,"(255, 255, 255)",5,25,文
2019-08-14 21:36:56,0:00:25.801000,a963a924,"(255, 255, 255)",1,25,神
2019-08-14 21:36:25,0:03:38.561000,1775895e,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:36:07,0:00:14.299000,b0ae525d,"(255, 255, 255)",1,25,888万
2019-08-14 21:35:57,0:02:27.537000,bba7e894,"(255, 255, 255)",1,25,泪目
2019-08-14 21:35:44,0:03:01.301000,1775895e,"(255, 255, 255)",1,25,章鱼哥的仇就由我来报
2019-08-14 21:35:29,0:02:09.797000,d3e4b65f,"(255, 255, 255)",1,25,大把的青春值得我去奋斗
2019-08-14 21:33:33,0:01:06.901000,1775895e,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:32:44,0:00:27.138000,34253d91,"(255, 255, 255)",1,25,再来亿遍
2019-08-14 21:32:33,0:00:10.001000,1775895e,"(255, 255, 255)",1,25,每日亿遍
2019-08-14 21:32:13,0:00:23.036000,a4263233,"(255, 255, 255)",1,25,上海z o o!
2019-08-14 21:31:39,0:00:10.722000,1f83a344,"(255, 255, 255)",1,25,哎 太棒了
2019-08-14 21:30:07,0:00:07.680000,ce8804b,"(255, 255, 255)",1,25,某音已盗
2019-08-14 21:30:00,0:01:26.281000,34b76dcf,"(255, 255, 255)",1,25,哭了
2019-08-14 21:28:08,0:00:55.262000,4601b284,"(255, 255, 255)",1,25,哈哈哈哈哈哈。转正了
2019-08-14 21:26:08,0:00:46.998000,e89b10a6,"(255, 255, 255)",1,25,再来亿遍
2019-08-14 21:25:43,0:03:38.711000,953c3f7,"(132, 192, 203)",5,25,那是天才
2019-08-14 21:25:39,0:03:38.711000,953c3f7,"(146, 121, 57)",5,25,那是天才
2019-08-14 21:25:35,0:03:38.711000,953c3f7,"(0, 152, 67)",5,25,那是天才
2019-08-14 21:25:05,0:03:29.198000,953c3f7,"(0, 152, 67)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:58,0:03:29.198000,953c3f7,"(146, 121, 57)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:52,0:03:29.198000,953c3f7,"(132, 192, 203)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:48,0:03:29.198000,953c3f7,"(104, 58, 123)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:43,0:03:29.198000,953c3f7,"(240, 171, 42)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:39,0:03:29.198000,953c3f7,"(0, 46, 114)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:35,0:03:29.198000,953c3f7,"(144, 195, 32)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:30,0:03:29.198000,953c3f7,"(226, 2, 127)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:29,0:02:07.357000,4b6dc7b,"(231, 0, 18)",4,25, 大把青春值得你去奋斗
2019-08-14 21:24:27,0:00:18.057000,e3b2763e,"(255, 255, 255)",1,25,来啦
2019-08-14 21:24:26,0:03:29.198000,953c3f7,"(0, 160, 234)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:22,0:03:29.198000,953c3f7,"(0, 152, 67)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:13,0:03:29.198000,953c3f7,"(254, 241, 2)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:09,0:03:29.198000,953c3f7,"(231, 0, 18)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:24:05,0:03:29.198000,953c3f7,"(255, 255, 255)",5,25,欢乐是如何消失的呢？海绵宝宝
2019-08-14 21:23:43,0:02:08.979000,4b6dc7b,"(231, 0, 18)",4,25,泪目
2019-08-14 21:23:26,0:01:09.562000,cccb0fde,"(255, 255, 255)",1,25,我是天才
2019-08-14 21:22:32,0:00:44.201000,98d16222,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:22:16,0:02:58.978000,953c3f7,"(146, 121, 57)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:22:11,0:02:58.978000,953c3f7,"(132, 192, 203)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:22:07,0:02:58.978000,953c3f7,"(0, 46, 114)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:22:02,0:02:58.978000,953c3f7,"(144, 195, 32)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:21:57,0:02:58.978000,953c3f7,"(226, 2, 127)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:21:50,0:02:58.978000,953c3f7,"(0, 160, 234)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:21:45,0:02:58.978000,953c3f7,"(0, 152, 67)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:21:40,0:02:58.978000,953c3f7,"(254, 241, 2)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:21:35,0:02:58.978000,953c3f7,"(231, 0, 18)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:21:16,0:02:07.461000,abda8d93,"(255, 255, 255)",1,25,再来亿遍
2019-08-14 21:21:11,0:02:58.978000,953c3f7,"(255, 255, 255)",5,25,章鱼哥的仇就由我来报
2019-08-14 21:20:59,0:02:31.481000,a235a19,"(255, 255, 255)",1,25,累了，没有那股冲劲了
2019-08-14 21:20:27,0:02:52.875000,953c3f7,"(231, 0, 18)",5,25,是不是我没把你照顾好
2019-08-14 21:20:20,0:02:52.875000,953c3f7,"(254, 241, 2)",5,25,对吗，海绵宝宝
2019-08-14 21:20:07,0:01:46.221000,e921e397,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:19:38,0:01:04.681000,11d6b77f,"(255, 255, 255)",1,25,弹幕呢？
2019-08-14 21:19:31,0:03:11.913000,5e64f2ad,"(255, 255, 255)",4,25,↓英语的海绵宝宝名字简写
2019-08-14 21:19:25,0:02:48.927000,953c3f7,"(254, 241, 2)",4,25,是不是我没把你照顾好
2019-08-14 21:19:11,0:02:48.927000,953c3f7,"(231, 0, 18)",4,25,是不是我没把你照顾好
2019-08-14 21:18:58,0:02:48.927000,953c3f7,"(255, 255, 255)",5,25,是不是我没把你照顾好
2019-08-14 21:18:06,0:01:26.481000,771512c,"(255, 255, 255)",1,25,喵内OvO
2019-08-14 21:18:05,0:03:29.866000,a4cfc0ea,"(254, 241, 2)",1,25,快乐是如何消失的呢
2019-08-14 21:18:04,0:02:26.205000,953c3f7,"(255, 255, 255)",5,25,。
2019-08-14 21:17:58,0:02:26.205000,953c3f7,"(255, 255, 255)",5,25,坚持做自己喜欢的事情
2019-08-14 21:17:12,0:02:28.516000,75c16556,"(255, 255, 255)",1,25,坚持做自己喜欢的事情
2019-08-14 21:16:34,0:02:19.403000,e08c635d,"(255, 255, 255)",1,25,我太难了
2019-08-14 21:16:29,0:02:07.900000,75c16556,"(255, 255, 0)",1,25,大把青春值得你去奋斗
2019-08-14 21:16:17,0:03:37.373000,9a0193fa,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:16:11,0:00:48.929000,b8cbc9d4,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:16:07,0:00:50.297000,505b1c2,"(255, 255, 255)",1,25,每天一遍 1000万助攻
2019-08-14 21:16:03,0:01:52.181000,75c16556,"(254, 3, 2)",1,25,才会自由自在，没有烦恼
2019-08-14 21:15:41,0:00:23.853000,665ccec7,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:15:40,0:00:23.055000,505b1c2,"(255, 255, 255)",1,25,900万播放量助攻
2019-08-14 21:14:17,0:00:06.668000,a4cfc0ea,"(254, 241, 2)",1,25,再来亿遍
2019-08-14 21:14:15,0:00:33.441000,1e9cd39e,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:14:06,0:01:17.926000,83fa9328,"(231, 0, 18)",1,25,直到有人发现了我，看见了我，走进了我，拥向了我，从此改变我的全部生活
2019-08-14 21:13:57,0:01:02.722000,5b30f955,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:11:00,0:00:45.241000,5234e061,"(255, 255, 255)",1,25,真实
2019-08-14 21:10:10,0:03:21.930000,d2da3938,"(255, 255, 255)",1,25,听听，这是块海绵该说的话吗？
2019-08-14 21:09:48,0:00:28.438000,e066fd4b,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:09:43,0:00:55.529000,46b099ab,"(255, 255, 255)",1,25,。。。
2019-08-14 21:09:28,0:00:15.806000,7342699a,"(255, 255, 255)",1,25,1000
2019-08-14 21:08:41,0:02:20.824000,306730fc,"(255, 255, 255)",1,25,泪目
2019-08-14 21:08:20,0:00:58.310000,3d610de,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:07:41,0:02:14.422000,b1b071cc,"(255, 255, 255)",1,25,哭了
2019-08-14 21:07:26,0:00:10.734000,57303460,"(255, 255, 255)",1,25,来了来了
2019-08-14 21:06:59,0:00:44.760000,306730fc,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:06:20,0:00:06.826000,7a1d982c,"(255, 255, 255)",5,25,火钳刘明
2019-08-14 21:04:19,0:00:13.409000,24a5f888,"(255, 255, 255)",1,25,每天一遍
2019-08-14 21:02:39,0:03:18.024000,405daa5e,"(255, 255, 255)",1,25,我的币不给你给谁？
2019-08-14 21:00:31,0:01:10.214000,405daa5e,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:00:27,0:01:06.364000,405daa5e,"(255, 255, 255)",1,25,那是天才
2019-08-14 21:00:22,0:01:01.744000,405daa5e,"(255, 255, 255)",1,25,那是天才
2019-08-14 20:59:55,0:00:13.397000,849f6b22,"(255, 255, 255)",1,25,啊啊啊
2019-08-14 20:59:54,0:01:27.178000,d465dcde,"(226, 2, 127)",1,25,????为什么泪目
2019-08-14 20:59:34,0:00:13.603000,405daa5e,"(255, 255, 255)",1,25,来复习
2019-08-14 20:59:27,0:00:06.120000,405daa5e,"(255, 255, 255)",1,25,来复习
2019-08-14 20:59:21,0:00:16.248000,1ee7d14d,"(255, 255, 255)",1,25,啦啦啦啦啦啦
2019-08-14 20:59:13,0:01:19.062000,221021a3,"(231, 0, 18)",1,25,直到有人发现了我，看见了我，走近了我，拥向了我，从此改变我的全部生活
2019-08-14 20:59:12,0:03:37.541000,e811a3ed,"(254, 241, 2)",5,25,海绵宝宝不见了哭辽
2019-08-14 20:59:03,0:01:16.642000,221021a3,"(226, 2, 127)",1,25,直到有人发现了我，看见了我，走近了我，拥向了我，从此改变我的全部生活
2019-08-14 20:58:52,0:01:11.922000,221021a3,"(226, 2, 127)",1,25,直到有人发现了我，看见了我，走近了我，拥向了我，从此改变我的全部生活
2019-08-14 20:58:13,0:00:49.102000,221021a3,"(255, 255, 255)",1,25,那是天才
2019-08-14 20:58:05,0:00:19.537000,1a29852e,"(255, 255, 255)",1,25,想哭
2019-08-14 20:58:05,0:02:12.177000,7b8e3046,"(255, 255, 255)",1,25,泪目QAQ
2019-08-14 20:58:00,0:02:07.215000,7b8e3046,"(255, 255, 255)",1,25,泪目
2019-08-14 20:57:58,0:00:43.382000,221021a3,"(226, 2, 127)",1,25,那是天才
2019-08-14 20:57:51,0:00:08.560000,c1087998,"(255, 255, 255)",1,25,900w助攻
2019-08-14 20:57:48,0:03:33.380000,9c8baf11,"(255, 255, 255)",1,25,感动
2019-08-14 20:57:18,0:02:30.014000,13e5212,"(255, 255, 255)",1,25,&5都走完了
2019-08-14 20:57:13,0:03:09.291000,9c8baf11,"(255, 255, 255)",1,25,泪目
2019-08-14 20:57:12,0:01:19.161000,7b8e3046,"(255, 255, 255)",1,25,泪目
2019-08-14 20:56:31,0:02:27.415000,9c8baf11,"(255, 255, 255)",1,25,真希望有一个像派大星这样的朋友
2019-08-14 20:56:09,0:02:55.957000,731dee1b,"(226, 2, 127)",5,25,对吗，海绵宝宝
2019-08-14 20:56:00,0:01:10.178000,cb34f918,"(255, 255, 255)",1,25,那是天才
2019-08-14 20:55:46,0:01:20.177000,c2f80d09,"(255, 255, 255)",1,25,泪目
2019-08-14 20:55:41,0:01:15.979000,c2f80d09,"(255, 255, 255)",1,25,泪目
2019-08-14 20:55:34,0:00:16.923000,c5c7d43e,"(255, 255, 255)",1,25,冲啊
2019-08-14 20:55:33,0:01:07.842000,c2f80d09,"(255, 255, 255)",1,25,泪目
2019-08-14 20:55:27,0:00:13.882000,c5c7d43e,"(255, 255, 255)",1,25,素质三连
2019-08-14 20:55:19,0:00:40.738000,cb34f918,"(255, 255, 255)",1,25,那是天才
2019-08-14 20:55:19,0:00:09.161000,c5c7d43e,"(255, 255, 255)",1,25,再来一遍
2019-08-14 20:55:09,0:00:13.119000,d791e55e,"(255, 255, 255)",1,25,只有我是看完伤感泪目的吗
2019-08-14 20:54:59,0:00:33.343000,c2f80d09,"(255, 255, 255)",1,25,泪目
2019-08-14 20:54:58,0:00:09.932000,13e5212,"(255, 255, 255)",1,25,哈哈哈哈
2019-08-14 20:54:57,0:03:00.063000,aed9d22e,"(255, 255, 255)",1,25,再来亿遍
2019-08-14 20:54:39,0:03:40.326000,c5c7d43e,"(255, 255, 255)",1,25,再来一遍
2019-08-14 20:54:33,0:03:36.765000,c5c7d43e,"(255, 255, 255)",1,25,再来一遍
2019-08-14 20:54:10,0:02:06.119000,17c1c61a,"(255, 255, 255)",1,25,泪目
2019-08-14 20:53:11,0:02:32.854000,1d1d097e,"(255, 255, 255)",4,25,坚持做自己喜欢的事情
2019-08-14 20:50:35,0:01:13.641000,f92ba47a,"(231, 0, 18)",5,25,直到有人发现了我，看见了我，走进了我，拥向了我，从此改变我的全部生活
2019-08-14 20:50:28,0:01:13.641000,f92ba47a,"(231, 0, 18)",5,25,直到有人发现了我，看见了我，走进了我，拥向了我，从此改变我的全部生活
2019-08-14 20:50:18,0:01:13.641000,f92ba47a,"(255, 255, 255)",5,25,直到有人发现了我，看见了我，走进了我，拥向了我，从此改变我的全部生活
2019-08-14 20:49:58,0:01:13.489000,b100eaee,"(132, 192, 203)",5,25,直到有人发现了我，看见了我，走进了我，拥向了我，从此改变我的全部生活
2019-08-14 20:48:44,0:00:08.161000,385d66da,"(255, 255, 255)",1,25,再来一遍
2019-08-14 20:47:39,0:02:27.800000,9d9d9367,"(255, 255, 255)",1,25,这。。。
2019-08-14 20:47:02,0:00:00.866000,f43cf6b9,"(254, 241, 2)",4,25,BGM：茸茸处刑曲
2019-08-14 20:46:11,0:01:59.533000,d3b4a2b8,"(254, 3, 2)",1,25,bgm是什么啊
2019-08-14 20:46:08,0:03:37.680000,ec1f79a3,"(255, 255, 255)",1,25,T﹏T
2019-08-14 20:45:21,0:02:39.327000,a22aba70,"(255, 255, 255)",1,25,坚持自己喜欢的事情
2019-08-14 20:44:56,0:00:39.054000,c3100007,"(255, 255, 255)",1,25,一百多万币？
2019-08-14 20:44:03,0:00:30.566000,f16f5698,"(255, 255, 255)",1,25,那是天才
2019-08-14 20:44:01,0:02:42.854000,7f6163c,"(255, 255, 255)",1,25,没想到一个鬼畜给我那么深的感触。
2019-08-14 20:43:59,0:01:11.526000,fc182a62,"(254, 241, 2)",1,25,直到有人发现了我，看见了我，拥向了我，从此改变我是生活
2019-08-14 20:43:53,0:01:11.526000,fc182a62,"(254, 241, 2)",1,25,直到有人发现了我，看见了我，拥向了我，从此改变我是生活
2019-08-14 20:43:47,0:01:11.526000,fc182a62,"(254, 241, 2)",1,25,直到有人发现了我，看见了我，拥向了我，从此改变我是生活
2019-08-14 20:43:43,0:03:36.891000,a2ca1d3a,"(231, 0, 18)",1,25,快乐是如何消失的呢
2019-08-14 20:43:42,0:01:11.526000,fc182a62,"(231, 0, 18)",1,25,直到有人发现了我，看见了我，拥向了我，从此改变我是生活
2019-08-14 20:43:36,0:01:11.526000,fc182a62,"(231, 0, 18)",1,25,直到有人发现了我，看见了我，拥向了我，从此改变我是生活
2019-08-14 20:43:31,0:01:11.526000,fc182a62,"(231, 0, 18)",1,25,直到有人发现了我，看见了我，拥向了我，从此改变我是生活
2019-08-14 20:42:56,0:03:38.641000,4ada6ec9,"(255, 255, 255)",1,25,那是天才
